,genres,id,vote_average,release_year,revenue_adj,original_title
6765,Drama|Thriller|Crime,1249,6.1,2006,18176101.363649398,Hollywoodland
6766,Action|Animation|Science Fiction,14609,6.4,2006,7247183.36055353,Ultimate Avengers
6767,Drama|Thriller,9782,4.7,2006,0.0,The Night Listener
6768,Comedy|Drama|Romance|Thriller,9895,5.4,2006,44605492.0020841,Man of the Year
6769,Comedy|Family,19100,7.1,2006,0.0,Nos jours heureux
6770,Action|Adventure|Fantasy|Horror|Science Fiction,9954,5.2,2006,40668024.8104618,The Covenant
6771,TV Movie|Fantasy|Animation|Action|Thriller,16774,5.5,2006,0.0,Hellboy Animated: Sword of Storms
6772,Action|Adventure|Thriller,10005,4.7,2006,0.0,Behind Enemy Lines II: Axis of Evil
6773,Comedy,14542,6.4,2006,0.0,Jeff Dunham: Arguing with Myself
6774,Drama|Action|Comedy|Crime,9950,6.3,2006,0.0,Find Me Guilty
6775,Horror|Thriller,9841,5.0,2006,0.0,Rest Stop
6776,Comedy|War|History,24180,4.9,2006,0.0,NapolÃ©on (et moi)
6777,Drama|Music,8436,6.5,2006,0.0,La tourneuse de pages
6778,Fantasy|Animation|Comedy|Science Fiction|Family,5393,4.4,2006,0.0,Happily N'Ever After
6779,Comedy|Drama|Romance,14474,5.6,2006,0.0,The Oh in Ohio
6780,Animation|Science Fiction,9761,6.0,2006,0.0,Elephants Dream
6781,Horror|Thriller,10053,5.4,2006,72436124.4616127,When a Stranger Calls
6782,Drama,9672,5.5,2006,1245358.15201583,Infamous
6783,Comedy|Romance,12795,5.1,2006,806197.228741983,Another Gay Movie
6784,Fantasy|Action|Horror,14219,4.6,2006,0.0,Skinwalkers
6785,Comedy|Romance,6641,5.7,2006,0.0,Love and Other Disasters
6786,Drama|Action|Thriller|Crime,14194,6.5,2006,50185584.1408264,Dhoom 2
6787,Horror|Thriller,9656,5.3,2006,23267624.095305398,Black Christmas
6788,Adventure|Comedy|Drama|Science Fiction,5172,6.2,2006,12039939.3356669,The Astronaut Farmer
6789,Drama|Mystery,10886,7.5,2006,0.0,La Sconosciuta
6790,Comedy|Drama|Thriller,8324,5.7,2006,0.0,Fast Food Nation
6791,Animation|Comedy|Foreign,14453,4.9,2006,0.0,Slipp Jimmy Fri
6792,Drama|Horror|Thriller|Music,37924,6.4,2006,0.0,Sweeney Todd
6793,Romance|Comedy|Drama|Horror,10288,6.7,2006,461033.35532366706,Fido
6794,Horror|Thriller,10790,5.2,2006,0.0,The Abandoned
6795,Drama,13960,5.3,2006,22899545.060768697,ATL
6796,Drama,7859,6.2,2006,0.0,Half Nelson
6797,Horror|Thriller,12526,5.6,2006,8717323.18035394,Bug
6798,Crime|Drama|Thriller,9650,5.3,2006,0.0,Hard Luck
6799,Drama|Thriller|Fantasy|Mystery,9697,5.2,2006,45738563.1604469,Lady in the Water
6800,Comedy|Family,18147,5.3,2006,0.0,Unaccompanied Minors
6801,Drama|Romance,13689,7.3,2006,0.0,Peaceful Warrior
6802,Comedy|Horror|Thriller,10961,6.6,2006,74782.2789276461,Behind the Mask: The Rise of Leslie Vernon
6803,Drama|Romance,19344,6.6,2006,0.0,Loving Annabelle
6804,Action|Thriller,24624,4.4,2006,0.0,The Detonator
6805,Comedy|Drama|Romance,10118,4.8,2006,12384720.2982032,Material Girls
6806,Action|Crime|Drama|Foreign|Thriller,14823,6.0,2006,0.0,London to Brighton
6807,Action|Adventure|Crime|Drama,9766,6.5,2006,44868557.186388105,Gridiron Gang
6808,Comedy|Drama,9786,6.3,2006,0.0,Art School Confidential
6809,Horror|Comedy,3603,5.5,2006,5350179.03247073,Black Sheep
6810,Horror,10085,5.2,2006,0.0,Unrest
6811,Drama,2168,7.2,2006,0.0,2:37
6812,Comedy|Drama|Fantasy|Romance,13198,6.4,2006,0.0,Wristcutters: A Love Story
6813,Drama|Mystery|Thriller,18858,5.6,2006,0.0,Irresistible
6814,Comedy|Drama|Foreign,11404,6.3,2006,0.0,Driving Lessons
6815,Drama|Crime,15077,7.0,2006,0.0,é»‘ç¤¾ä¼š2ï¼šä»¥å’Œä¸ºè´µ
6816,Crime|Drama|Horror|Mystery|Thriller,10094,5.1,2006,0.0,Gone
6817,Drama|Romance,1967,5.2,2006,0.0,Ask the Dust
6818,Action|Science Fiction,32740,5.6,2006,0.0,Krrish
6819,Comedy|Horror,17287,5.1,2006,0.0,Poultrygeist: Night of the Chicken Dead
6820,Horror|Adventure|Fantasy,18870,3.4,2006,0.0,Minotaur
6821,Drama,18925,6.8,2006,11009586.725583,Facing the Giants
6822,Comedy,21427,6.1,2006,31721968.624888,La Doublure
6823,Comedy|Romance,13171,5.0,2006,3344436.66724319,The Ex
6824,TV Movie|Comedy|Family|Romance,24801,5.1,2006,0.0,Cow Belles
6825,Comedy|Drama,38163,6.2,2006,0.0,Bernard and Doris
6826,Horror|Thriller,10007,4.7,2006,0.0,See No Evil
6827,Drama|Fantasy,11910,6.9,2006,0.0,Hogfather
6828,Horror,36239,3.0,2006,0.0,Slaughtered Vomit Dolls
6829,Action|Fantasy|Mystery,134777,7.2,2006,0.0,The Lost Room
6830,Drama|Romance,1919,6.6,2006,0.0,Away from Her
6831,Drama|Thriller,11705,6.1,2006,1220495.9864125,Red Road
6832,Comedy|Drama,8618,5.6,2006,14496478.139304,The History Boys
6833,Animation|Family|Foreign,16808,5.7,2006,0.0,PokÃ©mon Ranger and the Temple of the Sea
6834,Drama|Comedy|Romance,14055,6.7,2006,227288.97689349102,Starter for 10
6835,Documentary,26594,5.4,2006,0.0,The Secret
6836,Drama,16727,7.0,2006,21783557.785092,The Namesake
6837,Animation|Family|Science Fiction,31933,6.5,2006,0.0,The Land Before Time XII: The Great Day of the Flyers
6838,Documentary,1781,6.5,2006,50019626.8868772,An Inconvenient Truth
6839,Comedy|Crime,9809,5.4,2006,5008176.8780021,Let's Go to Prison
6840,Drama,10958,6.2,2006,0.0,Flight 93
6841,Horror|Drama|Mystery|Thriller,1730,6.8,2006,918396.6071932509,Inland Empire
6842,Horror|Action|Thriller,11494,6.1,2006,0.0,Wilderness
6843,Comedy|Science Fiction,9773,5.5,2006,0.0,Alien Autopsy
6844,Comedy|Drama|Family,26655,3.8,2006,0.0,Like Mike 2: Streetball
6845,Comedy,14930,5.4,2006,0.0,Relative Strangers
6846,Action|Adventure|Animation,13754,7.5,2006,0.0,Tekkon kinkurÃ®to
6847,Action|Documentary,14761,7.1,2006,176312.07280152602,Cocaine Cowboys
6848,Adventure|Comedy|Family|Fantasy|TV Movie,34204,5.2,2006,0.0,Return to Halloweentown
6849,Animation|Family,13002,6.8,2006,0.0,Barbie in the 12 Dancing Princesses
6850,Action|Drama|Thriller,9834,5.0,2006,0.0,The Net 2.0
6851,Drama|Crime,11798,7.1,2006,8844315.46621401,This Is England
6852,Horror|Thriller,21141,5.7,2006,0.0,Simon Says
6853,Romance|Comedy|Drama,14938,5.3,2006,0.0,The Alibi
6854,Comedy|Drama|Romance,14872,5.8,2006,0.0,The Cutting Edge: Going for the Gold
6855,Comedy|Drama|Romance,7861,6.1,2006,0.0,Outsourced
6856,Drama|Horror|Thriller,15495,4.9,2006,0.0,The Hamiltons
6857,Comedy|Drama|Romance,9842,5.5,2006,19261898.171449102,School for Scoundrels
6858,Crime|Drama,8194,6.7,2006,558291.637691454,A Guide To Recognizing Your Saints
6859,Drama,13275,5.8,2006,18925956.6092743,Annapolis
6860,Action|Thriller,10049,6.3,2006,0.0,Attack Force
6861,Drama|History|War,2016,6.7,2006,24839127.1319293,IndigÃ¨nes
6862,Comedy,13162,6.3,2006,902606.4008205109,Blind Dating
6863,Science Fiction,13529,6.7,2006,0.0,Daft Punk's Electroma
6864,Drama|Thriller|Crime,31047,6.3,2006,0.0,Jesse Stone: Night Passage
6865,Comedy,13728,5.9,2006,0.0,EnfermÃ©s dehors
6866,Crime|Documentary,13364,7.2,2006,217712.95983513602,Deliver Us from Evil
6867,Mystery|Horror|Thriller,6948,5.3,2006,0.0,The Woods
6868,Drama|Family,14012,6.1,2006,22715052.324123003,Flicka
6869,Horror|Thriller|Mystery,17,5.2,2006,0.0,The Dark
6870,Animation|Family|Music,14518,6.7,2006,0.0,Peter & the Wolf
6871,Horror|Thriller,10069,5.3,2006,29318745.294063102,Stay Alive
6872,Action|Adventure|Crime,16276,5.8,2006,0.0,Les Brigades du Tigre
6873,Drama|Thriller,10093,5.2,2006,12971391.689600699,The Return
6874,Drama|Horror,10854,4.5,2006,0.0,Wicked Little Things
6875,Adventure|Comedy|Drama,14064,5.9,2006,324500.74748747103,Ten Canoes
6876,Drama|Comedy|Music,9526,6.2,2006,0.0,A Prairie Home Companion
6877,Comedy|Romance,19955,6.6,2006,0.0,PrÃªte-moi ta main
6878,Comedy,27614,4.2,2006,0.0,Poltergay
6879,Comedy|Romance|Adventure,18437,5.0,2006,0.0,The Darwin Awards
6880,Documentary|Horror,50787,6.8,2006,0.0,Going to Pieces: The Rise and Fall of the Slasher Film
6881,Documentary|Drama,7872,6.3,2006,0.0,The Road to Guantanamo
6882,Drama|Thriller,57784,7.7,2006,0.0,Glass House: The Good Mother
6883,Adventure|Action|Science Fiction|Thriller,36668,6.2,2006,253499999.080581,X-Men: The Last Stand
6884,Action|Adventure|Romance|Thriller,9924,4.7,2006,0.0,The Hard Corps
6885,Comedy,43617,5.7,2006,0.0,Madame Irma
6886,Crime|Drama|Mystery|Thriller,13551,6.5,2006,0.0,The Dead Girl
6887,Drama|Thriller,15664,5.2,2006,2210611.58547712,Right at Your Door
6888,Family|Comedy|Romance,15590,4.8,2006,0.0,The Prince & Me 2: The Royal Wedding
6889,Comedy|Drama|Romance,13650,6.1,2006,0.0,Delirious
6890,Documentary,13508,6.6,2006,1815986.2264576,Who Killed the Electric Car?
6891,Action|Mystery|Thriller,9727,4.8,2006,0.0,End Game
6892,Comedy|Drama|Foreign,12555,6.8,2006,0.0,Obsluhoval jsem anglickÃ©ho krÃ¡le
6893,Animation|Science Fiction,20683,6.8,2006,0.0,Peiru Kokun
6894,Documentary,192040,7.6,2006,0.0,Planet Earth
6895,Horror,9847,4.7,2006,0.0,The Tripper
6896,Drama,13751,6.6,2006,20495926.920700897,Akeelah and the Bee
6897,Horror|Thriller,9796,5.2,2006,0.0,Turistas
6898,Horror,17245,4.8,2006,0.0,Mulberry Street
6899,Comedy|Drama|Romance,15534,6.6,2006,0.0,Griffin & Phoenix
6900,Thriller|Science Fiction,19312,2.8,2006,0.0,The Black Hole
6901,Comedy|Horror|Science Fiction,10177,5.8,2006,0.0,Evil Aliens
6902,Drama,12271,6.2,2006,0.0,Factory Girl
6903,Documentary|Foreign,8421,5.5,2006,0.0,"Zidane, un portrait du 21e siÃ¨cle"
6904,Comedy|Romance,14845,5.5,2006,0.0,Gray Matters
6905,Animation|Action|Family,19323,5.4,2006,0.0,Superman: Brainiac Attacks
6906,Comedy|Crime|Drama,15314,5.6,2006,0.0,Mini's First Time
6907,Action|Adventure|Animation|Family|Science Fiction,16237,6.9,2006,0.0,Teen Titans: Trouble in Tokyo
6908,Comedy|Romance,7839,5.6,2006,0.0,Wedding Daze
6909,Horror|Thriller,15667,5.9,2006,0.0,The Last Winter
6910,Documentary,16070,6.9,2006,326857.704583389,This Film Is Not Yet Rated
6911,Music,24970,8.7,2006,0.0,Pink Floyd: Pulse
6912,TV Movie|Family|Comedy|Adventure|Crime,43960,5.7,2006,0.0,Drake And Josh Go Hollywood
6913,Action|Adventure|Drama|Thriller,9917,6.9,2006,23097209.282754898,Waist Deep
6914,Action|Comedy,9958,6.3,2006,4146586.28999485,Trailer Park Boys: The Movie
6915,Comedy,19213,2.8,2006,0.0,Pledge This!
6916,Drama|Thriller,21847,4.6,2006,0.0,10.5: Apocalypse
6917,Documentary,1776,6.5,2006,0.0,Jesus Camp
6918,Drama|Family,18276,5.4,2006,0.0,Hoot
6919,Comedy|Drama|Family|Music|TV Movie,37609,5.1,2006,0.0,The Cheetah Girls 2
6920,Drama|Thriller|Crime|Mystery,30347,6.5,2006,0.0,Jesse Stone: Death in Paradise
6921,Drama,26518,6.4,2006,0.0,Old Joy
6922,Drama|Thriller,16083,6.6,2006,413486.42413264397,First Snow
6923,Drama|Romance,12586,6.8,2006,0.0,Bella
6924,Documentary,1666,6.9,2006,0.0,The Bridge
6925,Comedy|Drama,14799,5.4,2006,5994637.51698085,For Your Consideration
6926,Comedy|Romance,51851,6.0,2006,0.0,Changement d'adresse
6927,Comedy,14137,4.9,2006,0.0,Beer League
6928,Drama,12713,5.8,2006,0.0,L'Ivresse du pouvoir
6929,Drama|Comedy|Romance,13771,6.0,2006,0.0,Venus
6930,Animation|Action,53215,6.7,2006,0.0,Kiwi!
6931,Action|Comedy,45380,6.6,2006,0.0,Feng kuang de shi tou
6932,Drama|Horror|Thriller,13569,5.4,2006,0.0,Thr3e
6933,Drama|Comedy|Foreign,13209,6.5,2006,0.0,Offside
6934,Comedy,13713,5.6,2006,0.0,Jean-Philippe
6935,Horror,319314,7.1,2006,0.0,Imprint
6936,Comedy,15501,7.1,2006,0.0,Dane Cook: Vicious Circle
6937,Family,24432,3.6,2006,0.0,Doogal
6938,Comedy|Drama|Family|TV Movie,4641,4.9,2006,0.0,Read It and Weep
6939,Drama|Action|Thriller,11650,6.1,2006,0.0,Five Fingers
6940,Documentary,14297,7.5,2006,0.0,Root of All Evil?
6941,Drama,280770,4.8,2006,0.0,Jane Eyre
6942,Comedy|Drama|Romance,21461,8.1,2006,0.0,Lage Raho Munna Bhai
6943,Crime|Drama|Thriller,9695,4.3,2006,0.0,Karla
6944,Comedy,13141,5.7,2006,0.0,Strangers with Candy
6945,Comedy,13484,5.3,2006,265008.943781435,The Foot Fist Way
6946,Drama|Horror|Mystery|Thriller,1596,5.2,2006,0.0,Population 436
6947,Horror|Thriller,15422,3.6,2006,0.0,Dark Ride
6948,Drama|Fantasy|Science Fiction,13856,6.5,2006,7790.1812780159,Special
6949,Horror|Thriller,15543,4.8,2006,0.0,Penny Dreadful
6950,Comedy,11211,5.7,2006,0.0,Bring It On: All or Nothing
6951,Action|Crime|Drama|Music|Thriller,13816,5.5,2006,0.0,Idlewild
6952,Comedy,18607,5.7,2006,0.0,Comme t'y es belle
6953,Drama|Action|Foreign,121506,7.0,2006,0.0,The Protector
6954,Drama|Romance,31325,5.8,2006,0.0,Quand j'Ã©tais chanteur
6955,Drama|Fantasy|Horror|Thriller|Mystery,10004,5.2,2006,0.0,Desperation
6956,Crime|Drama|Thriller,11345,5.6,2006,0.0,The Zodiac
6957,Documentary,286,7.3,2006,0.0,Deutschland. Ein SommermÃ¤rchen
6958,Drama,33753,6.3,2006,0.0,Hell
6959,Comedy|Drama|Family,24115,5.7,2006,14086313.521156501,How to Eat Fried Worms
6960,Action|Thriller,20605,6.9,2006,0.0,ì§íŒ¨
6961,Comedy,15412,6.8,2006,0.0,Khosla Ka Ghosla!
6962,Adventure|Fantasy|Family,673,7.4,2004,911786234.1159849,Harry Potter and the Prisoner of Azkaban
6963,Action|Crime|Thriller,393,7.5,2004,175659789.789346,Kill Bill: Vol. 2
6964,Comedy|Romance,9801,6.0,2004,46412191.4975558,Bridget Jones: The Edge of Reason
6965,Science Fiction|Drama|Romance,38,7.8,2004,83418061.15974659,Eternal Sunshine of the Spotless Mind
6966,Romance|Drama,11036,7.5,2004,133457615.92248,The Notebook
6967,Action|Adventure|Animation|Family|Science Fiction,9806,7.2,2004,728965418.357159,The Incredibles
6968,Action|Drama|Thriller,2502,7.1,2004,333057748.360456,The Bourne Supremacy
6969,War|Adventure|Drama,652,6.8,2004,574232515.462641,Troy
6970,Adventure|Action|Thriller|Mystery,2059,6.4,2004,401114240.684318,National Treasure
6971,Action|Science Fiction,2048,6.6,2004,400863751.430357,"I, Robot"
6972,Comedy|Romance,1824,6.5,2004,226828759.26673302,50 First Dates
6973,Comedy,10625,6.8,2004,148972948.804502,Mean Girls
6974,Horror|Adventure|Action,7131,5.9,2004,346630860.77296096,Van Helsing
6975,Fantasy|Action|Science Fiction,1487,6.4,2004,114658347.656152,Hellboy
6976,Animation|Adventure|Family|Fantasy,5255,6.4,2004,353116829.412682,The Polar Express
6977,Adventure|Animation|Comedy|Family|Fantasy,809,6.5,2004,1061903622.7420199,Shrek 2
6978,Science Fiction|Thriller,1954,7.1,2004,110897015.62010801,The Butterfly Effect
6979,Horror|Action|Science Fiction,1577,6.1,2004,149379272.025202,Resident Evil: Apocalypse
6980,Thriller|Crime,163,6.4,2004,418768465.354169,Ocean's Twelve
6981,Comedy|Romance,693,6.1,2004,596436064.273978,Meet the Fockers
6982,Action|Adventure|Science Fiction|Thriller,435,6.1,2004,628332770.733608,The Day After Tomorrow
6983,Drama,2567,6.7,2004,117753430.780839,The Aviator
6984,Drama|Crime|Thriller,1538,6.7,2004,251396983.988304,Collateral
6985,Horror|Comedy,747,7.4,2004,34678837.9075538,Shaun of the Dead
6986,Science Fiction|Action|Horror|Thriller|Adventure,36648,5.7,2004,148814206.789801,Blade: Trinity
6987,Adventure|Horror|Action|Science Fiction,10304,3.9,2004,0.0,Starship Troopers 2: Hero of the Federation
6988,Comedy|Drama,594,7.0,2004,253305240.674159,The Terminal
6989,Adventure|Fantasy|Comedy|Family,11774,6.5,2004,241364107.69220802,Lemony Snicket's A Series of Unfortunate Events
6990,Drama,70,7.6,2004,250241793.971209,Million Dollar Baby
6991,Animation|Comedy|Family,8920,5.2,2004,231817870.53772202,Garfield
6992,Animation|Comedy|Family,11430,6.2,2004,0.0,The Lion King 1Â½
6993,Animation|Action|Comedy|Family,10555,5.8,2004,423998956.150469,Shark Tale
6994,Mystery|Action|Thriller|Science Fiction|Adventure,5137,5.7,2004,66910149.97631071,Sky Captain and the World of Tomorrow
6995,Animation|Comedy|Family|Action,12242,5.9,2004,0.0,Mulan II
6996,Animation|Comedy|Family,11836,6.6,2004,161809136.003827,The SpongeBob SquarePants Movie
6997,Science Fiction|Action|Horror,9711,4.7,2004,0.0,Species III
6998,Drama,1640,7.1,2004,113609042.216682,Crash
6999,Comedy,8699,6.7,2004,104562954.67831999,Anchorman: The Legend of Ron Burgundy
7000,Comedy|Fantasy|Romance,10096,6.1,2004,111352835.687324,13 Going On 30
7001,Fantasy|Comedy|Family|Romance,14442,5.7,2004,31618836.069676697,Ella Enchanted
7002,Comedy,10591,6.2,2004,35108050.3171954,The Girl Next Door
7003,Mystery|Fantasy|Adventure|Comedy,11024,5.2,2004,209493550.575329,Scooby-Doo 2: Monsters Unleashed
7004,Drama,866,7.1,2004,134800613.42610702,Finding Neverland
7005,Comedy,11247,5.9,2004,80889575.2195062,A Cinderella Story
7006,Adventure|Science Fiction|Action,395,5.5,2004,197622423.16242298,AVP: Alien vs. Predator
7007,Comedy,9472,6.2,2004,193626249.22536698,DodgeBall: A True Underdog Story
7008,Action|Thriller|Science Fiction,10045,6.5,2004,11064355.944147,Banlieue 13
7009,War|History|Action|Adventure|Drama,1966,5.6,2004,193136628.151289,Alexander
7010,Comedy|Adventure,11282,6.4,2004,27633853.326326597,Harold & Kumar Go to White Castle
7011,Horror|Mystery|Crime,176,7.1,2004,119960348.263852,Saw
7012,Action|Adventure|Fantasy,558,6.4,2004,904815446.895049,Spider-Man 2
7013,Comedy,9352,6.4,2004,24008824.349747,EuroTrip
7014,Action|Drama|Thriller|Crime,9509,7.3,2004,150416978.751739,Man on Fire
7015,Comedy|Romance,5966,5.7,2004,198522339.90382,Along Came Polly
7016,Drama|Romance,2288,6.6,2004,133344247.075328,Closer
7017,Action|Crime|Drama,7220,6.0,2004,63148284.5864915,The Punisher
7018,Action|Crime,314,4.3,2004,94782713.7501835,Catwoman
7019,Comedy|Family,13673,5.3,2004,0.0,Christmas with the Kranks
7020,Drama|Music|Romance,27,5.2,2004,383648.758601772,9 Songs
7021,Fantasy|Horror|Action,924,6.7,2004,118164853.186869,Dawn of the Dead
7022,Animation|Family|Comedy,15165,6.8,2004,0.0,Barbie as The Princess & the Pauper
7023,Adventure|War|History,9477,6.1,2004,235007976.063267,King Arthur
7024,Adventure|Action|Thriller|Science Fiction,2789,6.2,2004,133653299.03553,The Chronicles of Riddick
7025,Comedy,2539,5.6,2004,63542252.93252221,Spanglish
7026,Thriller|Mystery,1586,6.3,2004,107263182.842909,Secret Window
7027,Drama|Thriller|Crime,4836,7.0,2004,13680425.0390895,Layer Cake
7028,Action|Comedy|Crime|Drama,10589,6.0,2004,70822682.0352595,After the Sunset
7029,Action|Adventure|Comedy|Family|Fantasy,14623,4.4,2004,32651914.624606606,Thunderbirds
7030,Comedy|Drama|Family|Romance,11130,5.9,2004,109844827.530475,The Princess Diaries 2: Royal Engagement
7031,Western|History|War,10733,5.9,2004,29807735.199778996,The Alamo
7032,Drama|Romance,80,7.5,2004,18462600.8177167,Before Sunset
7033,Horror|Thriller|Mystery,1970,5.8,2004,211811410.261264,The Grudge
7034,Action|Adventure|Crime|Thriller,9759,6.0,2004,65136911.4521907,Cellular
7035,Drama|Thriller|Mystery,14462,6.1,2004,110949088.03431101,The Manchurian Candidate
7036,Thriller|Drama,4553,7.2,2004,9470186.90932801,The Machinist
7037,Comedy|Drama|Horror,11249,4.9,2004,28664468.294773303,Seed of Chucky
7038,Thriller|Action|Comedy|Crime,11045,5.0,2004,42264206.835979104,Taxi
7039,Comedy,8849,5.4,2004,15464880.154714098,Alfie
7040,Drama|Action|Thriller,14247,5.3,2004,0.0,Sniper 3
7041,Drama|Romance|Comedy,4380,5.8,2004,196404018.024125,Shall We Dance?
7042,Comedy|Romance,9541,5.7,2004,41673611.0405616,Jersey Girl
7043,Action|Comedy|Science Fiction,9890,5.4,2004,117753430.780839,The Stepford Wives
7044,Science Fiction|Drama|Thriller,14337,6.9,2004,490362.228024208,Primer
7045,Animation|Action|Science Fiction,11633,6.7,2004,1687786.47562596,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰
7046,Western|Animation|Family|Comedy|Music,13700,5.8,2004,120006285.955201,Home on the Range
7047,Western|Adventure,2023,6.3,2004,124799530.556322,Hidalgo
7048,Comedy|Romance,1599,6.3,2004,0.0,I Heart Huckabees
7049,Documentary,1777,6.6,2004,137511206.201495,Fahrenheit 9/11
7050,Comedy|Romance,13476,5.3,2004,19602596.0244594,Win a Date with Tad Hamilton!
7051,Comedy,12153,6.4,2004,130552160.84472099,White Chicks
7052,Drama|History|War,205,7.2,2004,43868925.1928616,Hotel Rwanda
7053,Crime|Drama|Mystery,10367,5.4,2004,0.0,Wild Things 2
7054,Adventure|Drama|Action|Thriller,11358,6.0,2004,66061856.5698564,Walking Tall
7055,Action|Adventure|Crime|Drama|Thriller,13572,5.7,2004,29086251.848266996,Twisted
7056,Adventure|Animation|Comedy|Family,21385,6.3,2004,0.0,"Mickey, Donald, Goofy: The Three Musketeers"
7057,Drama|Thriller,83,5.3,2004,63111168.012442105,Open Water
7058,War|Drama|Mystery|Romance,2841,6.9,2004,0.0,Un long dimanche de fianÃ§ailles
7059,Music|Adventure|Animation|Action|Comedy,3989,6.5,2004,58769839.144195706,Team America: World Police
7060,Action|Comedy|Horror|Western,10891,5.5,2004,0.0,Tremors 4: The Legend Begins
7061,Animation|Family,13378,7.2,2004,0.0,Mickey's Twice Upon a Christmas
7062,Comedy,11025,5.4,2004,0.0,New York Minute
7063,Drama|Action|Science Fiction,5552,6.1,2004,0.0,Immortel (ad vitam)
7064,Comedy|Science Fiction,9805,6.3,2004,0.0,(T)Raumschiff Surprise - Periode 1
7065,Comedy|Drama|Romance,9675,6.6,2004,126414429.967186,Sideways
7066,Action|Adventure|Comedy|Thriller,10762,5.2,2004,80385323.8588769,Without a Paddle
7067,Comedy|Drama|Family,13193,6.0,2004,0.0,Saved!
7068,Comedy|Crime,9384,5.5,2004,196565975.169264,Starsky & Hutch
7069,Adventure|Fantasy|Drama|Science Fiction|Family,16791,5.4,2004,0.0,Five Children and It
7070,Music|Comedy|Family|Romance,11132,5.1,2004,33861116.5241773,Confessions of a Teenage Drama Queen
7071,Drama|Mystery|Thriller,6947,6.0,2004,296343271.10718703,The Village
7072,Comedy|Thriller|Crime,2122,5.5,2004,30195421.053944,The Whole Ten Yards
7073,Drama,615,6.8,2004,706404470.566721,The Passion of the Christ
7074,Adventure|Action|Horror|Science Fiction|Thriller,11237,5.0,2004,81957424.515433,Anacondas: The Hunt for the Blood Orchid
7075,Drama,1677,7.0,2004,143995745.63781202,Ray
7076,Drama|Romance,10677,5.8,2004,31960839.3649257,Dirty Dancing: Havana Nights
7077,Drama,2003,4.8,2004,0.0,Anatomie de l'enfer
7078,Drama|Comedy|Music|Romance,57825,6.8,2004,0.0,Bride & Prejudice
7079,Drama|Mystery|Thriller,10740,5.8,2004,0.0,Birth
7080,Comedy|Romance,11823,5.7,2004,47923345.5181197,Wimbledon
7081,Action|Drama|Mystery|Thriller,11081,6.0,2004,75582151.02731779,Taking Lives
7082,Comedy|Crime,13505,5.5,2004,0.0,The Perfect Score
7083,Horror|Drama|Mystery|Thriller,36763,5.0,2004,0.0,Salem's Lot
7084,Thriller|Drama|Romance,9833,6.8,2004,178533696.183218,The Phantom of the Opera
7085,Mystery|Science Fiction|Thriller,438,5.6,2004,0.0,Cube Zero
7086,Comedy|Drama|Romance,401,7.1,2004,30918036.9163932,Garden State
7087,Comedy,8193,6.6,2004,53240824.9297404,Napoleon Dynamite
7088,Comedy|Drama|Family|Romance,13969,5.2,2004,0.0,First Daughter
7089,Horror|Mystery|Thriller,11026,4.6,2004,90047417.6903518,Exorcist: The Beginning
7090,Comedy|Family,9893,5.4,2004,0.0,Sleepover
7091,Drama|Mystery|Romance|Thriller,11208,6.6,2004,15009241.3354254,Wicker Park
7092,Romance|Action|Adventure|Crime|Mystery,11540,4.8,2004,0.0,ArsÃ¨ne Lupin
7093,Adventure|Comedy|Drama,421,7.0,2004,40184400.7181573,The Life Aquatic with Steve Zissou
7094,Action|Adventure|Comedy,10204,5.6,2004,83326593.2962741,Around the World in 80 Days
7095,Comedy|Drama,21301,5.7,2004,75120237.7972812,Barbershop 2:  Back in Business
7096,Western,10046,4.8,2004,0.0,Blueberry
7097,Comedy|Romance,11137,5.8,2004,0.0,The Prince & Me
7098,Comedy|Western,10870,4.0,2004,0.0,Les Dalton
7099,Action|Adventure,12450,5.0,2004,0.0,King Solomon's Mines
7100,Action|Crime|Thriller,29979,5.6,2004,428756.40370863205,Highwaymen
7101,Action|Animation|Fantasy|Horror,7092,5.9,2004,0.0,Van Helsing: The London Assignment
7102,Crime|Drama|Horror|Mystery|Science Fiction,10145,5.4,2004,135734652.11018702,The Forgotten
7103,Comedy|Romance,15566,5.0,2004,17078431.1733506,Surviving Christmas
7104,Drama|Romance,7548,5.7,2004,0.0,The Libertine
7105,Fantasy|Drama|Romance,15775,6.3,2004,0.0,If Only
7106,Drama|Romance|War,18804,5.9,2004,0.0,Head in the Clouds
7107,Comedy|Drama|Romance,1901,5.8,2004,0.0,In Good Company
7108,Drama|Romance,9528,6.4,2004,23524220.4953771,Ladies in Lavender
7109,Crime|Drama,11109,6.1,2004,0.0,Vera Drake
7110,Action|Drama|War|Thriller,23592,5.9,2004,0.0,In Enemy Hands
7111,Thriller|Adventure|Action|Comedy|Drama,14207,5.9,2004,0.0,The Librarian: Quest for the Spear
7112,Action|Adventure|Thriller,14172,4.5,2004,0.0,Wake of Death
7113,Action,11930,4.9,2004,0.0,Autobahnraser
7114,Action|Adventure|Drama|Thriller,11866,5.4,2004,24253951.2048253,Flight of the Phoenix
7115,Drama|Music,6478,6.2,2004,0.0,Beyond the Sea
7116,Drama|Horror|Science Fiction|Thriller,11058,4.7,2004,34765530.9848527,Godsend
7117,Drama|Romance,41171,5.5,2004,0.0,Noel
